last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Sogard, Eric,519299,2017,299,213,.273,.288,-.015,.378,.379,-.001,.343,.355,-.012
Narvaez, Omar,553882,2017,295,211,.277,.270,.007,.340,.333,.007,.321,.321,.000
Espinosa, Danny,457787,2017,295,160,.173,.204,-.031,.278,.338,-.060,.232,.273,-.041
Smith, Kevan,607345,2017,294,235,.283,.272,.011,.388,.392,-.004,.300,.303,-.003
Garcia, Greg,594824,2017,290,183,.253,.251,.002,.332,.328,.004,.317,.319,-.002
Werth, Jayson,150029,2017,289,184,.226,.246,-.020,.393,.442,-.049,.311,.341,-.030
Smith, Mallex,605480,2017,282,197,.270,.222,.048,.355,.282,.073,.301,.259,.042
Saladino, Tyler,573135,2017,281,188,.178,.199,-.021,.229,.261,-.032,.223,.246,-.023
Motter, Taylor,600301,2017,280,197,.198,.233,-.035,.326,.365,-.039,.255,.289,-.034
Sandoval, Pablo,467055,2017,279,209,.220,.227,-.007,.367,.397,-.030,.271,.291,-.020
Goodwin, Brian,571718,2017,278,185,.251,.250,.001,.498,.461,.037,.337,.335,.002
Rickard, Joey,572073,2017,277,201,.241,.244,-.003,.345,.335,.010,.270,.272,-.002
Young, Chris,455759,2017,276,189,.235,.234,.001,.387,.361,.026,.310,.306,.004
Lagares, Juan,501571,2017,272,199,.250,.260,-.010,.365,.368,-.003,.287,.298,-.011
Chisenhall, Lonnie,502082,2017,270,187,.288,.256,.032,.521,.483,.038,.369,.348,.021
Hardy, J.J.,429666,2017,268,207,.217,.238,-.021,.323,.360,-.037,.251,.279,-.028
Wolters, Tony,547172,2017,266,176,.240,.222,.018,.284,.282,.002,.274,.267,.007
Joseph, Caleb,543376,2017,266,183,.256,.248,.008,.413,.388,.025,.299,.290,.009
Vargas, Kennys,573627,2017,264,165,.253,.223,.030,.444,.397,.047,.323,.298,.025
Presley, Alex,502100,2017,264,199,.314,.301,.013,.416,.382,.034,.334,.319,.015
Barnes, Austin,605131,2017,262,175,.289,.288,.001,.486,.442,.044,.386,.377,.009
Tulowitzki, Troy,453064,2017,260,202,.249,.243,.006,.378,.378,.000,.292,.294,-.002
Marisnick, Jake,545350,2017,259,143,.243,.214,.029,.496,.432,.064,.343,.313,.030
Camargo, Johan,622666,2017,256,193,.299,.264,.035,.452,.400,.052,.331,.304,.027
Blanco, Gregor,453923,2017,256,166,.246,.236,.010,.357,.353,.004,.308,.308,.000
Herrmann, Chris,543302,2017,256,160,.181,.217,-.036,.345,.399,-.054,.272,.309,-.037
Marte, Ketel,606466,2017,255,188,.260,.306,-.046,.395,.438,-.043,.319,.360,-.041
Robertson, Daniel,621002,2017,254,148,.206,.190,.016,.326,.309,.017,.284,.281,.003
Maxwell, Bruce,622194,2017,253,159,.237,.226,.011,.333,.361,-.028,.296,.305,-.009
Romine, Austin,519222,2017,252,177,.218,.262,-.044,.293,.378,-.085,.250,.305,-.055
Gonzalez, Adrian,408236,2017,252,192,.242,.248,-.006,.355,.406,-.051,.275,.303,-.028
Perez, Roberto,547379,2017,248,151,.207,.219,-.012,.373,.375,-.002,.289,.299,-.010
Riddle, JT,595375,2017,247,185,.250,.259,-.009,.355,.376,-.021,.270,.293,-.023
Albies, Ozzie,645277,2017,244,184,.286,.281,.005,.456,.454,.002,.347,.349,-.002
Devers, Rafael,646240,2017,240,165,.284,.240,.044,.482,.428,.054,.344,.310,.034
Kim, Hyun Soo,547957,2017,239,168,.231,.269,-.038,.292,.398,-.106,.268,.328,-.060
Rivera, Rene,425784,2017,237,150,.252,.257,-.005,.431,.466,-.035,.310,.330,-.020
Szczur, Matt,519333,2017,237,155,.226,.203,.023,.354,.299,.055,.316,.294,.022
Saunders, Michael,459431,2017,234,163,.202,.226,-.024,.344,.370,-.026,.256,.280,-.024
Hanson, Alen,593700,2017,234,169,.221,.214,.007,.346,.297,.049,.261,.247,.014
Moncada, Yoan,660162,2017,231,125,.231,.227,.004,.412,.394,.018,.327,.322,.005
Rivera, T.J.,608061,2017,231,185,.290,.260,.030,.430,.374,.056,.326,.300,.026
Osuna, Jose,591741,2017,227,176,.233,.258,-.025,.428,.410,.018,.293,.305,-.012
Cordoba, Allen,642707,2017,227,151,.208,.239,-.031,.297,.335,-.038,.257,.286,-.029
Gimenez, Chris,460269,2017,225,128,.220,.215,.005,.382,.352,.030,.326,.320,.006
Ramos, Wilson,467092,2017,224,175,.260,.258,.002,.447,.474,-.027,.307,.325,-.018
Tomlinson, Kelby,605509,2017,222,153,.258,.236,.022,.314,.290,.024,.286,.274,.012
Pennington, Cliff,460060,2017,217,142,.253,.231,.022,.330,.318,.012,.279,.273,.006
Olson, Matt,621566,2017,216,129,.259,.256,.003,.651,.576,.075,.411,.388,.023
Nimmo, Brandon,607043,2017,215,120,.260,.261,-.001,.418,.435,-.017,.348,.355,-.007
Peterson, Jace,607054,2017,215,139,.215,.246,-.031,.317,.380,-.063,.280,.316,-.036
Suzuki, Ichiro,400085,2017,215,162,.255,.238,.017,.332,.300,.032,.287,.272,.015
Nava, Daniel,537953,2017,214,147,.301,.280,.021,.421,.425,-.004,.357,.359,-.002
Montero, Miguel,471083,2017,213,140,.216,.190,.026,.346,.352,-.006,.289,.283,.006
Hoskins, Rhys,656555,2017,212,126,.259,.253,.006,.618,.558,.060,.417,.401,.016
Carter, Chris,474892,2017,208,110,.201,.202,-.001,.370,.422,-.052,.284,.308,-.024
Knapp, Andrew,595284,2017,204,117,.257,.240,.017,.368,.368,.000,.321,.320,.001
Kivlehan, Patrick,623182,2017,204,118,.208,.199,.009,.399,.366,.033,.303,.292,.011
Bourjos, Peter,488721,2017,203,137,.223,.211,.012,.383,.317,.066,.280,.254,.026
Mathis, Jeff,425772,2017,203,126,.215,.212,.003,.323,.314,.009,.262,.262,.000
Moore, Tyler,489138,2017,203,136,.230,.219,.011,.401,.404,-.003,.282,.284,-.002
Diaz, Elias,553869,2017,200,151,.223,.240,-.017,.314,.338,-.024,.253,.275,-.022
Norris, Derek,519083,2017,198,135,.201,.225,-.024,.380,.409,-.029,.272,.299,-.027
Travis, Devon,581527,2017,197,150,.259,.290,-.031,.438,.489,-.051,.308,.346,-.038
Schimpf, Ryan,572114,2017,197,97,.158,.168,-.010,.424,.408,.016,.304,.306,-.002
Almonte, Abraham,501659,2017,195,128,.233,.246,-.013,.366,.387,-.021,.298,.313,-.015
Valaika, Pat,642162,2017,195,135,.258,.226,.032,.533,.393,.140,.338,.278,.060
Blash, Jabari,518466,2017,195,99,.213,.231,-.018,.341,.432,-.091,.304,.344,-.040
Guyer, Brandon,446386,2017,192,126,.236,.244,-.008,.327,.337,-.010,.293,.309,-.016
Sucre, Jesus,491696,2017,192,147,.256,.249,.007,.409,.411,-.002,.297,.304,-.007
Hicks, John,543308,2017,190,123,.266,.258,.008,.439,.433,.006,.328,.331,-.003
Marrero, Deven,571918,2017,188,115,.211,.204,.007,.333,.307,.026,.257,.252,.005
Bandy, Jett,542908,2017,188,118,.207,.212,-.005,.349,.338,.011,.280,.286,-.006
Canha, Mark,592192,2017,187,118,.208,.222,-.014,.382,.381,.001,.276,.288,-.012
Adrianza, Ehire,501303,2017,186,144,.265,.236,.029,.383,.357,.026,.302,.293,.009
Garcia, Adonis,611177,2017,183,151,.237,.268,-.031,.347,.396,-.049,.269,.308,-.039
Smith, Dominic,642086,2017,183,119,.198,.239,-.041,.395,.445,-.050,.281,.327,-.046
Machado, Dixon,553988,2017,181,138,.259,.254,.005,.319,.345,-.026,.273,.286,-.013
Tomas, Yasmany,630111,2017,180,117,.241,.230,.011,.464,.476,-.012,.319,.327,-.008
Diaz, Yandy,650490,2017,179,122,.263,.279,-.016,.327,.385,-.058,.306,.340,-.034
Ahmed, Nick,605113,2017,178,128,.251,.241,.010,.419,.349,.070,.300,.272,.028
Santana, Danny,542454,2017,178,128,.202,.226,-.024,.357,.378,-.021,.254,.275,-.021
Butera, Drew,460077,2017,177,123,.227,.208,.019,.319,.281,.038,.266,.249,.017
Parker, Jarrett,592620,2017,177,112,.247,.231,.016,.416,.414,.002,.299,.293,.006
Amarista, Alexi,506560,2017,176,131,.238,.224,.014,.351,.288,.063,.267,.245,.022
Ruiz, Rio,547004,2017,173,112,.193,.217,-.024,.307,.378,-.071,.261,.302,-.041
Tapia, Raimel,606132,2017,171,125,.288,.266,.022,.425,.346,.079,.322,.289,.033
Rosario, Amed,642708,2017,170,116,.248,.228,.020,.394,.312,.082,.282,.245,.037
Bird, Greg,595885,2017,170,107,.190,.204,-.014,.422,.460,-.038,.303,.328,-.025
Collins, Tyler,607385,2017,169,96,.193,.218,-.025,.333,.383,-.050,.269,.300,-.031
Delmonico, Nicky,547170,2017,166,110,.262,.248,.014,.482,.407,.075,.369,.341,.028
Fisher, Derek,605233,2017,166,92,.212,.241,-.029,.356,.370,-.014,.291,.311,-.020
Mesoraco, Devin,519023,2017,165,104,.213,.218,-.005,.390,.374,.016,.312,.319,-.007
Urshela, Gio,570482,2017,165,135,.224,.260,-.036,.288,.372,-.084,.243,.293,-.050
Holt, Brock,571788,2017,164,108,.200,.213,-.013,.243,.258,-.015,.256,.271,-.015
Jones, Ryder,624507,2017,164,98,.173,.178,-.005,.273,.282,-.009,.223,.232,-.009
Ellis, A.J.,454560,2017,163,116,.210,.193,.017,.371,.327,.044,.294,.275,.019
Brugman, Jaycob,595144,2017,162,106,.266,.242,.024,.343,.329,.014,.305,.295,.010
Phegley, Josh,572033,2017,161,124,.201,.252,-.051,.336,.422,-.086,.256,.317,-.061
Lobaton, Jose,446653,2017,158,108,.170,.214,-.044,.277,.385,-.108,.232,.292,-.060
Jones, JaCoby,592444,2017,154,76,.170,.168,.002,.270,.292,-.022,.229,.236,-.007
Cuthbert, Cheslor,596144,2017,153,105,.231,.226,.005,.322,.343,-.021,.261,.269,-.008
Rodriguez, Sean,446481,2017,153,76,.167,.167,.000,.295,.285,.010,.257,.257,.000
La Stella, Tommy,600303,2017,151,109,.288,.263,.025,.472,.406,.066,.369,.348,.021
Prado, Martin,445988,2017,147,119,.250,.263,-.013,.357,.362,-.005,.274,.289,-.015
Fuentes, Rey,571681,2017,145,102,.235,.239,-.004,.338,.354,-.016,.268,.280,-.012
Ruiz, Carlos,434563,2017,145,89,.216,.236,-.020,.352,.399,-.047,.295,.325,-.030
Marte, Jefry,527043,2017,145,94,.173,.231,-.058,.307,.348,-.041,.258,.301,-.043
Blanco, Andres,433217,2017,144,98,.192,.184,.008,.292,.286,.006,.243,.247,-.004
Stewart, Chris,455755,2017,144,112,.183,.216,-.033,.221,.287,-.066,.207,.249,-.042
Rua, Ryan,607387,2017,144,78,.217,.215,.002,.333,.350,-.017,.278,.286,-.008
Sanchez, Hector,516949,2017,143,97,.219,.204,.015,.423,.368,.055,.277,.265,.012
Frazier, Clint,640449,2017,142,92,.231,.238,-.007,.448,.439,.009,.298,.310,-.012
Candelario, Jeimer,600869,2017,142,97,.283,.258,.025,.425,.403,.022,.342,.331,.011
Moroff, Max,621559,2017,140,79,.200,.200,.000,.325,.330,-.005,.280,.286,-.006
Torrens, Luis,620443,2017,139,96,.163,.224,-.061,.203,.312,-.109,.197,.266,-.069
Martin, Leonys,547982,2017,138,95,.172,.206,-.034,.281,.334,-.053,.224,.261,-.037
Winker, Jesse,608385,2017,137,98,.298,.277,.021,.529,.449,.080,.384,.352,.032
Maile, Luke,571912,2017,136,96,.146,.170,-.024,.231,.275,-.044,.178,.207,-.029
Arroyo, Christian,624414,2017,135,94,.192,.230,-.038,.304,.337,-.033,.237,.273,-.036
Powell, Boog,621471,2017,135,90,.282,.221,.061,.402,.312,.090,.331,.280,.051
Reynolds, Matt,608703,2017,130,77,.230,.197,.033,.301,.278,.023,.282,.262,.020
Rasmus, Colby,458675,2017,129,77,.281,.254,.027,.579,.537,.042,.365,.353,.012
Slater, Austin,596103,2017,127,88,.282,.253,.029,.402,.372,.030,.323,.299,.024
Garneau, Dustin,572863,2017,126,77,.188,.197,-.009,.313,.296,.017,.260,.263,-.003
Young Jr., Eric,458913,2017,125,82,.264,.237,.027,.418,.320,.098,.329,.287,.042
Voit, Luke,572228,2017,124,83,.246,.249,-.003,.430,.475,-.045,.316,.335,-.019
Tejada, Ruben,514913,2017,124,99,.230,.268,-.038,.283,.381,-.098,.260,.314,-.054
Adams, Lane,572669,2017,122,74,.275,.252,.023,.468,.466,.002,.344,.336,.008
Robinson, Drew,592685,2017,121,65,.224,.215,.009,.439,.464,-.025,.323,.330,-.007
Garcia, Willy,591994,2017,119,77,.238,.214,.024,.400,.333,.067,.301,.284,.017
Franklin, Nick,545338,2017,119,84,.179,.247,-.068,.283,.373,-.090,.250,.314,-.064
Plawecki, Kevin,608700,2017,118,84,.260,.269,-.009,.400,.421,-.021,.331,.347,-.016
Rutledge, Josh,592710,2017,118,76,.224,.254,-.030,.262,.322,-.060,.255,.292,-.037
Cowart, Kaleb,592230,2017,117,76,.225,.227,-.002,.382,.361,.021,.301,.297,.004
Gentry, Craig,502226,2017,117,81,.257,.285,-.028,.386,.397,-.011,.314,.336,-.022
Gonzalez, Erik,570481,2017,115,75,.255,.252,.003,.418,.433,-.015,.291,.301,-.010
Alfaro, Jorge,595751,2017,114,74,.318,.255,.063,.514,.466,.048,.369,.326,.043
Weeks Jr., Rickie,430001,2017,112,48,.216,.163,.053,.340,.287,.053,.297,.258,.039
Hanigan, Ryan,452672,2017,112,77,.267,.221,.046,.347,.292,.055,.289,.256,.033
Telis, Tomas,542513,2017,111,95,.240,.244,-.004,.346,.333,.013,.270,.279,-.009
Soler, Jorge,624585,2017,110,61,.144,.176,-.032,.258,.313,-.055,.226,.260,-.034
Alcantara, Arismendy,570489,2017,108,68,.171,.190,-.019,.248,.242,.006,.187,.197,-.010
Granite, Zack,643335,2017,107,86,.237,.268,-.031,.290,.316,-.026,.278,.301,-.023
Eaton, Adam,594809,2017,107,74,.297,.261,.036,.462,.409,.053,.369,.345,.024
Drew, Stephen,452220,2017,106,77,.253,.219,.034,.358,.334,.024,.285,.276,.009
Kelly, Ty,571841,2017,105,71,.191,.227,-.036,.337,.330,.007,.256,.273,-.017
Toles, Andrew,592808,2017,102,80,.271,.271,.000,.458,.487,-.029,.329,.341,-.012
