last_name, first_name,player_id,attempts,avg_hit_angle,anglesweetspotpercent,max_hit_speed,avg_hit_speed,fbld,gb,max_distance,avg_distance,avg_hr_distance,ev95plus,ev95percent,barrels,brl_percent,brl_pa
Brach, Brad,542960,179,12.2,35.2,109.8,86.3,93.4,79.9,434,181,403,60,33.5,13,7.3,4.7
Kelley, Shawn,518875,84,22.6,38.1,109.7,91.3,93.2,90.0,429,245,396,33,40.7,13,15.5,10.7
Johnson, Jim,462382,169,6.4,32.5,109.6,87.4,90.8,85.2,425,158,408,53,31.5,9,5.3,3.5
Yates, Kirby,489446,122,21.3,37.7,109.6,86.8,92.4,79.1,434,218,405,44,36.1,14,11.5,6.1
Vazquez, Felipe,553878,188,7.2,25.5,109.6,84.4,91.1,80.4,425,139,415,50,27.0,7,3.7,2.3
Mengden, Daniel,596043,131,13.1,35.1,109.6,88.5,92.2,85.8,451,176,399,48,36.6,8,6.1,4.7
Watson, Tony,453265,213,7.2,32.4,109.6,82.5,89.8,77.0,423,155,379,47,22.2,6,2.8,2.1
Robles, Hansel,570663,153,16.3,35.9,109.5,87.2,92.1,82.3,433,201,405,52,34.0,13,8.5,5.3
Hill, Rich,448179,328,16.2,31.4,109.5,84.3,90.9,78.1,436,183,399,95,29.1,23,7.0,4.2
Rowley, Chris,635903,68,16.4,29.4,109.5,83.4,90.8,76.2,405,173,392,19,28.4,4,5.9,4.5
Urias, Julio,628711,76,7.4,35.5,109.5,83.3,90.4,75.2,427,189,427,18,23.7,3,3.9,2.9
Gallegos, Giovanny,606149,60,15.3,38.3,109.5,88.2,95.6,79.8,406,189,381,22,36.7,6,10.0,6.8
Logan, Boone,457429,53,8.6,37.7,109.5,84.6,87.8,82.9,421,147,416,13,24.5,2,3.8,2.2
Whitley, Chase,595032,176,19.3,38.1,109.5,86.3,90.8,81.8,416,187,391,51,29.0,10,5.7,4.2
Suarez, Albert,544150,89,9.0,33.7,109.5,86.0,90.9,81.6,410,166,388,30,34.1,4,4.5,3.0
Cessa, Luis,570666,110,10.3,40.0,109.4,87.1,93.3,81.7,442,186,402,37,33.6,10,9.1,6.3
Duke, Zach,435043,54,5.3,31.5,109.4,86.2,89.3,85.3,389,156,382,18,33.3,3,5.6,4.1
Hildenberger, Trevor,657610,116,5.1,28.4,109.4,85.4,92.2,82.1,430,136,391,30,25.9,4,3.4,2.4
Albers, Andrew,452027,128,15.7,42.2,109.4,87.9,92.0,84.7,407,197,379,38,29.7,7,5.5,3.9
Maddox, Austin,545348,51,27.7,23.5,109.4,86.0,91.7,86.6,410,198,410,15,29.4,2,3.9,3.0
Duensing, Brian,488846,176,9.0,29.5,109.4,84.9,91.5,81.1,439,165,400,49,27.8,8,4.5,3.1
Davis, Wade,451584,132,13.2,37.9,109.3,84.8,90.3,81.3,428,183,389,37,28.2,9,6.8,3.7
Storen, Drew,519322,165,8.8,25.5,109.3,85.4,89.3,82.1,414,156,389,49,29.7,6,3.6,2.4
Moylan, Peter,493247,167,2.4,26.9,109.3,84.0,91.8,80.7,414,135,386,41,24.6,6,3.6,2.5
Giolito, Lucas,608337,130,13.3,28.5,109.3,86.5,92.5,83.2,413,165,389,44,34.1,5,3.8,2.8
Osich, Josh,592612,130,8.5,34.6,109.3,87.0,92.1,82.8,421,168,391,47,36.2,11,8.5,5.5
Ramos, AJ,573109,150,12.9,32.7,109.3,85.0,91.8,77.7,414,181,394,40,26.7,9,6.0,3.5
Morgan, Adam,605388,148,12.2,35.1,109.3,86.4,90.8,84.5,448,167,398,42,28.4,11,7.4,4.8
Flaherty, Jack,656427,63,10.0,41.3,109.3,84.4,90.3,78.2,427,169,404,14,22.6,4,6.3,4.3
Greene, Shane,572888,172,10.7,30.2,109.3,87.4,91.6,84.9,431,171,405,64,37.2,10,5.8,3.5
Law, Derek,571882,117,12.5,39.3,109.3,87.6,92.4,83.7,417,197,398,43,36.8,9,7.7,5.4
Hart, Donnie,643354,144,8.3,29.2,109.3,85.5,88.9,84.2,424,148,408,42,29.2,7,4.9,3.7
Bradley, Archie,605151,189,6.5,31.2,109.3,87.5,92.7,85.1,425,155,399,69,36.5,9,4.8,3.1
Britton, Zack,502154,114,-7.1,20.2,109.2,87.3,93.8,85.4,412,91,412,44,38.6,2,1.8,1.2
Tuivailala, Sam,592815,124,10.9,32.3,109.2,86.3,90.3,83.6,435,172,422,36,31.3,5,4.0,2.9
Crick, Kyle,605195,88,18.1,27.3,109.2,83.4,89.1,79.3,441,173,403,18,20.5,2,2.3,1.5
Syndergaard, Noah,592789,86,2.4,32.6,109.2,86.2,90.8,83.8,390,148,,27,31.8,3,3.5,2.4
Holland, Greg,518813,138,13.5,33.3,109.2,87.8,92.3,83.6,449,182,413,48,34.8,6,4.3,2.6
Alcantara, Raul,593417,81,10.2,34.6,109.2,88.1,93.6,84.2,427,168,414,31,38.3,5,6.2,4.6
Madson, Ryan,425492,139,2.6,28.1,109.1,84.3,91.5,80.4,397,130,359,40,28.8,5,3.6,2.3
Quackenbush, Kevin,534812,85,8.7,32.9,109.1,87.3,92.8,83.7,423,168,402,25,29.4,5,5.9,4.0
Latos, Mat,502009,51,12.8,29.4,109.1,88.9,95.6,85.7,405,174,301,21,41.2,4,7.8,5.7
Ramirez, Jose,542432,168,11.7,29.8,109.1,86.4,92.1,81.5,436,179,398,53,31.7,12,7.1,4.7
Lorenzen, Michael,547179,243,3.4,30.0,109.1,84.4,91.1,80.5,423,143,391,72,29.6,11,4.5,3.0
Chapman, Aroldis,547973,117,11.3,30.8,109.0,84.4,89.4,82.3,423,150,402,28,23.9,6,5.1,2.9
Rondon, Hector,444468,147,10.6,32.7,109.0,85.8,90.9,81.7,430,180,402,46,31.3,13,8.8,5.5
Tazawa, Junichi,547749,176,14.8,36.4,108.9,87.5,92.6,81.7,432,187,394,60,34.1,7,4.0,2.9
Doolittle, Sean,448281,125,24.1,24.8,108.9,82.1,87.0,78.1,461,180,398,24,19.2,6,4.8,3.0
Hudson, Daniel,543339,167,12.1,31.1,108.9,84.3,89.6,81.3,414,166,389,46,27.7,8,4.8,3.0
Morris, Bryan,457768,68,7.7,32.4,108.9,85.9,92.5,80.9,408,174,408,23,33.8,4,5.9,4.3
Valdez, Jose A.,572308,56,17.9,48.2,108.9,91.8,95.7,87.7,428,235,399,29,51.8,6,10.7,7.5
Milone, Tommy,543548,169,15.1,35.5,108.8,86.3,92.3,80.5,427,181,396,59,34.9,16,9.5,7.2
Grimm, Justin,518748,145,14.2,38.6,108.8,87.8,93.5,81.7,432,186,405,51,35.2,11,7.6,4.7
Stratton, Chris,608717,176,10.1,41.5,108.8,85.6,89.9,81.5,441,168,410,52,29.5,8,4.5,3.1
Peralta, Wandy,593974,181,7.0,25.4,108.7,85.4,91.2,81.8,411,148,383,57,31.5,4,2.2,1.5
Wittgren, Nick,621295,126,16.2,42.9,108.7,90.0,93.5,84.9,423,205,394,51,40.5,7,5.6,3.8
Barnes, Matt,598264,175,8.4,30.3,108.7,86.0,90.2,83.7,429,151,386,51,29.1,8,4.6,2.8
Robertson, David,502085,140,9.6,29.3,108.7,86.6,90.7,83.6,425,162,393,45,32.1,6,4.3,2.3
Bradford, Chasen,607473,103,6.0,27.2,108.7,86.5,91.0,83.5,401,143,370,31,30.1,6,5.8,4.2
Rodney, Fernando,407845,138,6.1,25.4,108.6,85.3,92.4,80.6,426,153,380,37,27.0,4,2.9,1.7
Miller, Andrew,453192,123,10.0,39.8,108.6,81.2,86.5,74.6,396,172,363,26,21.5,4,3.3,1.6
Smith, Caleb,592761,58,18.2,43.1,108.6,86.3,91.2,75.4,433,215,390,22,37.9,4,6.9,4.7
Pill, Tyler,543652,71,6.8,33.8,108.5,83.4,89.3,79.0,418,144,402,25,35.2,4,5.6,4.0
Neris, Hector,593576,202,16.2,34.2,108.5,86.4,91.6,80.0,435,192,410,67,33.3,15,7.4,4.7
Betances, Dellin,476454,106,9.8,26.4,108.5,84.1,90.9,80.4,431,155,403,26,24.5,5,4.7,1.9
Banda, Anthony,607455,77,13.8,26.0,108.5,86.6,92.2,81.3,412,179,,26,33.8,3,3.9,2.6
Stumpf, Daniel,621385,110,14.2,30.0,108.4,85.8,91.2,81.8,409,168,397,27,25.5,6,5.5,3.8
Nuno III, Vidal,573064,54,15.5,38.9,108.4,86.9,91.5,82.7,426,190,387,17,31.5,6,11.1,7.8
Kontos, George,502004,188,9.0,30.9,108.4,84.2,92.3,79.2,414,162,387,53,28.3,6,3.2,2.2
Bettis, Chad,518452,158,6.8,32.3,108.3,84.0,89.3,79.6,420,163,407,43,27.2,7,4.4,3.5
Shackelford, Kevin,594992,81,5.7,24.7,108.2,86.3,90.9,84.1,413,131,386,26,32.1,3,3.7,2.2
Rosenthal, Trevor,572096,104,12.5,31.7,108.2,84.6,88.6,82.5,411,162,394,32,30.8,2,1.9,1.0
Stanek, Ryne,592773,54,17.3,38.9,108.2,90.7,93.0,87.0,440,203,394,22,41.5,7,13.0,7.4
Milner, Hoby,571948,97,9.1,36.1,108.2,79.6,89.0,73.8,396,148,375,18,18.6,3,3.1,2.2
Ellington, Brian,623395,130,17.9,35.4,108.1,88.1,91.7,87.1,429,191,395,46,35.4,9,6.9,4.1
Farquhar, Danny,543144,138,14.9,26.8,108.1,85.1,90.9,80.4,425,174,419,34,24.6,4,2.9,1.9
Buchanan, Jake,594772,63,2.6,30.2,108.1,87.2,91.5,84.4,423,144,423,23,36.5,2,3.2,2.6
Volstad, Chris,458690,60,3.1,35.0,108.0,86.5,93.1,82.8,436,135,420,20,33.3,4,6.7,5.3
Alvarez, Dario,516714,50,10.3,26.0,108.0,84.6,89.4,81.4,407,164,407,16,32.0,2,4.0,2.4
Davis, Rookie,606959,87,12.4,34.5,107.9,84.9,88.9,82.0,420,171,380,21,24.1,4,4.6,3.3
Rzepczynski, Marc,519240,90,-2.5,16.7,107.8,87.3,91.7,85.5,398,102,370,32,35.6,3,3.3,2.2
Tepesch, Nick,519344,59,13.7,37.3,107.8,87.1,94.8,78.6,430,202,413,26,44.1,8,13.6,10.0
Qualls, Chad,430589,56,2.2,26.8,107.8,87.3,94.0,83.1,443,163,410,21,37.5,5,8.9,6.9
Merritt, Ryan,607320,78,8.3,37.2,107.7,83.1,86.8,81.7,369,127,,23,29.5,0,0.0,0.0
Pena, Felix,570240,98,19.3,40.8,107.6,88.7,93.0,84.0,450,214,403,32,32.7,10,10.2,6.5
O'Flaherty, Eric,447714,59,4.9,39.0,107.6,86.2,93.2,80.9,420,160,402,22,39.3,4,6.8,4.8
Axford, John,446099,69,5.7,33.3,107.5,85.3,92.1,81.4,413,160,399,22,31.9,3,4.3,2.8
Fulmer, Carson,608334,67,24.6,28.4,107.4,86.8,90.6,84.0,423,197,409,20,29.9,6,9.0,5.9
Scribner, Troy,644428,69,26.1,37.7,107.4,89.4,94.2,85.8,431,223,402,28,40.6,7,10.1,7.1
Solis, Sammy,519301,71,12.3,35.2,107.2,87.0,92.0,83.7,396,168,374,21,29.6,5,7.0,4.5
Scott, Robby,582494,94,14.5,37.2,107.2,82.7,89.6,76.6,429,178,397,17,18.1,7,7.4,5.0
Chen, Wei-Yin,612672,97,15.0,30.9,107.1,84.8,92.0,78.8,427,184,406,28,28.9,3,3.1,2.3
Olson, Tyler,621397,52,6.1,23.1,107.0,83.1,87.4,82.0,320,129,,12,23.1,0,0.0,0.0
Perez, Oliver,424144,88,20.4,40.9,106.9,86.6,91.6,82.9,411,203,398,26,29.9,6,6.8,4.2
Paulino, David,600944,86,18.1,40.7,106.9,89.9,93.7,84.9,433,212,404,36,42.4,10,11.6,7.8
Morrow, Brandon,453344,110,13.2,24.5,106.8,87.2,93.5,85.0,376,156,,37,33.6,3,2.7,1.8
McGrath, Kyle,657681,53,20.4,34.0,106.7,85.8,89.1,81.4,369,209,363,10,19.6,2,3.8,2.7
Velazquez, Hector,584171,70,9.7,41.4,106.4,87.1,93.4,80.4,446,193,426,22,31.4,4,5.7,4.2
Wright, Daniel,642229,64,19.0,45.3,106.1,85.9,90.4,79.4,415,199,415,20,31.3,1,1.6,1.2
Mahle, Tyler,641816,63,6.9,27.0,106.0,84.8,86.7,83.5,382,147,,14,22.2,1,1.6,1.1
Gant, John,607231,54,8.6,22.2,105.8,85.6,90.9,82.8,419,135,387,18,33.3,2,3.7,2.6
Hernandez, Ariel,554374,57,14.4,36.8,105.4,86.7,91.3,82.7,412,201,390,19,33.3,4,7.0,3.7
Siegrist, Kevin,543779,106,16.2,37.7,105.0,87.3,91.5,82.6,430,183,377,32,30.2,4,3.8,2.3
Leclerc, Jose,600917,97,20.2,24.7,104.7,84.5,90.5,80.4,415,169,392,29,30.2,3,3.1,1.5
Glover, Koda,606983,59,9.9,35.6,103.2,84.9,90.3,80.5,411,159,411,13,22.4,1,1.7,1.3
